"96879",\N,"2015-04-09",\N,"净值标 
											 	 				 ","101826","已还款","短期周转",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97002",\N,"2015-01-25",\N,"14天短期理财标 
							 					 ","300000","已还款","到期固定收益1.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97003",\N,"2015-01-25",\N,"中安宝三月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97004",\N,"2015-01-25",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97005",\N,"2015-01-24",\N,"中安宝三月标  
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97006",\N,"2015-01-24",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97007",\N,"2015-01-24",\N,"14天短期理财标 
							 					 ","300000","已还款","到期固定收益1.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97008",\N,"2015-01-24",\N,"7天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97009",\N,"2015-01-23",\N,"14天实时到账标 
							 					 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97010",\N,"2015-01-23",\N,"中安宝三月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97011",\N,"2015-01-23",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97012",\N,"2015-01-23",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97013",\N,"2015-01-23",\N,"14天短期理财标 
							 					 ","300000","已还款","期固定收益1.8% ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97014",\N,"2015-01-22",\N,"中安宝三月定向标 
							 					 				 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97015",\N,"2015-01-22",\N,"8天 支持下 
											 	 			 ","500","已还款","好",\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"1%",\N
"97016",\N,"2015-01-23",\N,"信用卡还款 
											 	 			 ","65000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","42岁",\N,\N,\N,\N,\N,\N,\N,"0.3%",\N
"97017",\N,"2015-01-22",\N,"14天短期理财标 
							 					 ","300000","已还款","到期固定收益1.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97018",\N,"2015-01-22",\N,"一天标 还信用卡 
											 	 ","4800","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97019",\N,"2015-01-22",\N,"中安宝三月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97020",\N,"2015-01-22",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97021",\N,"2015-01-22",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97022",\N,"2015-01-21",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97023",\N,"2015-01-21",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97024",\N,"2015-01-21",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97025",\N,"2015-01-21",\N,"中安宝三月定向标 
							 					 ","600000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97026",\N,"2015-01-21",\N,"还信用卡 一天标 
											 	 			 ","50000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97027",\N,"2015-01-21",\N,"中安宝一月标  
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97028",\N,"2015-01-21",\N,"中安宝三月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97029",\N,"2015-01-21",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97030",\N,"2015-01-21",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97031",\N,"2015-01-20",\N,"中安宝三月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97032",\N,"2015-01-20",\N,"中安宝一月标 
							 					 			 ","300000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97033",\N,"2015-01-19",\N,"中安宝一月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97034",\N,"2015-01-19",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97035",\N,"2015-01-19",\N,"中安宝三月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.3%  ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97036",\N,"2015-01-19",\N,"中安宝一月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97037",\N,"2015-01-18",\N,"中安宝一月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息2.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97038",\N,"2015-01-18",\N,"中安宝三月标    
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.3%  ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97039",\N,"2015-01-18",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97040",\N,"2015-01-17",\N,"中安宝三月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.3%  ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97041",\N,"2015-01-17",\N,"中安宝一月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息2.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97042",\N,"2015-01-17",\N,"7天短期承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97043",\N,"2015-01-16",\N,"中安宝三月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.3%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97044",\N,"2015-01-16",\N,"中安宝一月标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息2.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97045",\N,"2015-01-16",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97046",\N,"2015-01-15",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97047",\N,"2015-01-15",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97048",\N,"2015-01-15",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97049",\N,"2015-01-15",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97050",\N,"2015-01-15",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97051",\N,"2015-01-14",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97052",\N,"2015-01-14",\N,"企业周转三月标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"13%",\N
"97053",\N,"2015-01-14",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97054",\N,"2015-01-14",\N,"企业周转三月标  
							 					 			 ","300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"13%",\N
"97055",\N,"2015-01-14",\N,"企业周转三月标  
							 					 			 ","300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"13%",\N
"97056",\N,"2015-01-17",\N,"十点前还款！ 
											 ","10000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97057",\N,"2015-01-14",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3%  ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97058",\N,"2015-01-14",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97059",\N,"2015-01-14",\N,"企业周转三月标  
							 					 			 ","300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"13%",\N
"97060",\N,"2015-01-14",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97061",\N,"2015-01-13",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3%  ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97062",\N,"2015-01-13",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97063",\N,"2015-01-13",\N,"企业周转三月标  
							 					 			 ","300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"11%",\N
"97064",\N,"2015-01-13",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97065",\N,"2015-01-13",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3%  ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97066",\N,"2015-01-13",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97067",\N,"2015-01-12",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97068",\N,"2015-01-12",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3% ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97069",\N,"2015-01-12",\N,"企业周转定向标 
							 					 			 	 ","600000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"11%",\N
"97070",\N,"2015-01-12",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3% ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97071",\N,"2015-01-12",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97072",\N,"2015-01-12",\N,"企业周转标  
							 					 			 ","300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。


	
借款方借款用途
公司备用金补充。


	
风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


	 


	风险评估
经中安财富评估，此标风险系数为：低",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"11%",\N
"97073",\N,"2015-01-12",\N,"7天短期承兑标  
							 					 			 ","300000","已还款"," 



	 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97074",\N,"2015-01-18",\N,"十点前还款！ 
											 ","10000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97075",\N,"2015-01-11",\N,"企业周转三月标  
							 					 			 ","300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"11%",\N
"97076",\N,"2015-01-11",\N,"中安宝店庆三月红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息4.3%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"3%",\N
"97077",\N,"2015-01-11",\N,"七天承兑标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97078",\N,"2015-01-11",\N,"中安宝店庆红包标 
							 					 			 ","300000","已还款","利润分配比例为客户固定月息3.8%",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"0.8%",\N
"97079",\N,"2015-01-10",\N,"企业周转标 
							 					 			 	 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。


	
借款方借款用途
公司备用金补充。


	
风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


	 


	风险评估
经中安财富评估，此标风险系数为：低",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"11%",\N
